replicate pan_genome core_genome
0 20 25
1 24 23
2 27 20
3 25 23
4 30 18
5 27 21
6 26 22
7 28 20
8 22 24
9 20 28
10 23 23
11 25 23
12 24 24
13 21 25
14 26 22
15 23 23
16 27 21
17 25 22
18 22 22
19 27 22
20 26 22
21 27 20
22 27 21
23 22 24
24 27 21
25 22 23
26 24 23
27 22 25
28 23 22
29 26 20
30 19 27
31 30 18
32 30 19
33 18 23
34 23 25
35 30 18
36 23 23
37 21 22
38 28 18
39 24 22
40 20 25
41 19 25
42 23 25
43 28 20
44 23 24
45 23 23
46 23 24
47 27 22
48 24 22
49 29 18
50 28 20
51 25 23
52 28 18
53 26 22
54 23 22
55 22 21
56 25 22
57 29 19
58 19 25
59 27 21
60 26 23
61 27 20
62 20 23
63 28 20
64 20 26
65 28 20
66 24 24
67 25 20
68 25 23
69 20 23
70 29 18
71 21 25
72 20 24
73 26 22
74 24 25
75 25 21
76 22 25
77 25 20
78 26 20
79 25 23
80 21 24
81 22 26
82 28 18
83 24 22
84 25 24
85 23 23
86 28 20
87 25 23
88 20 28
89 22 23
90 23 26
91 23 22
92 22 23
93 24 23
94 28 21
95 27 22
96 18 26
97 25 22
98 23 23
99 23 24
