replicate pan_genome core_genome
0 28 18
1 28 21
2 26 21
3 24 22
4 23 24
5 28 19
6 30 19
7 20 25
8 21 21
9 24 24
10 22 23
11 23 24
12 25 22
13 28 21
14 23 24
15 26 22
16 27 20
17 23 23
18 20 25
19 24 22
20 22 27
21 19 27
22 23 24
23 22 23
24 22 23
25 26 23
26 25 23
27 24 22
28 27 21
29 27 20
30 26 20
31 23 21
32 23 22
33 23 23
34 25 22
35 26 21
36 24 23
37 27 21
38 29 18
39 23 22
40 22 23
41 26 23
42 19 26
43 25 20
44 23 24
45 24 24
46 27 20
47 24 24
48 23 25
49 29 19
50 25 23
51 22 24
52 23 24
53 29 18
54 25 23
55 25 20
56 24 22
57 22 20
58 23 25
59 27 20
60 27 22
61 23 25
62 22 24
63 29 20
64 24 24
65 24 21
66 30 18
67 17 27
68 26 22
69 24 22
70 22 26
71 22 24
72 25 22
73 24 23
74 23 22
75 20 28
76 22 26
77 22 23
78 24 22
79 25 21
80 25 23
81 23 23
82 25 22
83 28 21
84 26 19
85 25 24
86 24 23
87 26 22
88 23 23
89 25 23
90 28 20
91 25 23
92 25 20
93 31 17
94 28 19
95 22 22
96 20 23
97 28 20
98 25 24
99 23 23
