replicate pan_genome core_genome
0 23 23
1 26 22
2 22 25
3 24 24
4 24 23
5 24 25
6 25 23
7 27 19
8 31 18
9 19 25
10 17 25
11 24 24
12 25 22
13 21 25
14 28 19
15 24 23
16 28 21
17 25 23
18 26 20
19 24 23
20 24 23
21 23 22
22 29 20
23 28 20
24 28 21
25 25 20
26 25 22
27 22 25
28 21 24
29 21 23
30 25 22
31 24 22
32 26 23
33 22 22
34 27 22
35 21 26
36 29 20
37 24 22
38 31 18
39 25 22
40 23 24
41 26 21
42 22 27
43 21 27
44 23 24
45 27 20
46 29 19
47 26 23
48 29 20
49 22 22
50 24 25
51 23 23
52 27 21
53 27 21
54 24 23
55 23 24
56 25 22
57 26 22
58 23 24
59 23 22
60 25 24
61 22 25
62 22 24
63 28 21
64 24 23
65 24 23
66 26 22
67 26 22
68 24 23
69 23 23
70 23 25
71 23 22
72 20 25
73 27 20
74 28 20
75 21 22
76 27 22
77 26 20
78 25 23
79 23 24
80 26 19
81 24 23
82 29 18
83 26 22
84 25 23
85 22 24
86 25 20
87 25 21
88 27 21
89 21 24
90 24 22
91 25 22
92 26 21
93 27 20
94 26 20
95 21 24
96 28 18
97 24 24
98 25 24
99 28 19
