replicate pan_genome core_genome
0 21 20
1 24 24
2 24 23
3 26 21
4 22 23
5 23 22
6 23 22
7 18 24
8 27 21
9 27 22
10 25 24
11 22 23
12 23 24
13 23 23
14 28 20
15 21 26
16 19 28
17 28 21
18 24 22
19 22 23
20 27 21
21 24 23
22 18 23
23 23 24
24 23 24
25 24 23
26 25 24
27 28 19
28 25 19
29 21 23
30 26 22
31 22 25
32 19 23
33 26 21
34 28 19
35 25 23
36 21 23
37 23 22
38 18 26
39 25 19
40 24 24
41 30 17
42 22 22
43 24 22
44 24 24
45 25 23
46 22 23
47 24 24
48 21 21
49 23 23
50 26 21
51 25 21
52 26 21
53 18 27
54 25 23
55 16 28
56 27 22
57 23 23
58 28 19
59 23 23
60 26 20
61 28 20
62 24 24
63 23 23
64 23 25
65 25 23
66 24 23
67 22 23
68 23 26
69 21 24
70 27 21
71 24 23
72 26 22
73 22 23
74 22 22
75 28 19
76 25 21
77 22 24
78 27 19
79 29 20
80 27 21
81 25 23
82 21 24
83 24 22
84 23 22
85 29 20
86 20 25
87 19 26
88 25 22
89 22 24
90 24 25
91 27 21
92 24 25
93 19 22
94 20 28
95 28 19
96 23 24
97 26 21
98 25 22
99 28 21
