replicate pan_genome core_genome
0 27 21
1 23 24
2 22 25
3 26 20
4 24 23
5 27 22
6 16 26
7 25 23
8 23 23
9 23 25
10 26 23
11 22 23
12 23 23
13 24 24
14 20 25
15 25 24
16 27 21
17 23 23
18 32 17
19 27 22
20 27 18
21 29 18
22 23 22
23 23 24
24 20 25
25 24 21
26 25 21
27 24 24
28 29 20
29 27 21
30 26 21
31 24 21
32 24 24
33 26 23
34 27 21
35 28 19
36 29 20
37 26 23
38 25 23
39 27 20
40 27 20
41 23 24
42 18 29
43 26 21
44 28 20
45 26 23
46 25 22
47 26 19
48 25 20
49 25 22
50 28 19
51 20 27
52 21 24
53 24 24
54 25 22
55 25 23
56 24 23
57 23 22
58 24 24
59 22 26
60 18 26
61 30 17
62 22 24
63 29 17
64 26 21
65 21 23
66 23 26
67 28 21
68 27 22
69 28 21
70 27 21
71 21 25
72 31 14
73 23 24
74 28 21
75 24 25
76 26 22
77 25 20
78 27 21
79 27 21
80 21 26
81 25 23
82 23 21
83 24 22
84 22 24
85 27 20
86 25 20
87 19 25
88 31 18
89 29 19
90 19 26
91 25 23
92 18 25
93 21 27
94 27 21
95 26 22
96 26 23
97 25 22
98 27 21
99 27 20
