replicate pan_genome core_genome
0 25 22
1 22 23
2 29 20
3 24 24
4 24 25
5 20 25
6 26 23
7 26 20
8 20 27
9 24 21
10 24 22
11 27 21
12 26 20
13 26 22
14 22 24
15 21 27
16 22 25
17 24 25
18 24 23
19 24 23
20 24 23
21 24 23
22 21 24
23 22 24
24 24 24
25 27 19
26 21 25
27 28 21
28 22 23
29 19 24
30 25 23
31 29 20
32 27 22
33 22 23
34 28 20
35 23 25
36 25 20
37 21 25
38 23 24
39 27 21
40 23 23
41 26 21
42 24 21
43 23 22
44 26 22
45 24 19
46 28 21
47 21 25
48 23 24
49 29 19
50 23 22
51 23 21
52 23 23
53 25 21
54 23 22
55 21 24
56 27 20
57 22 25
58 24 24
59 25 23
60 24 22
61 27 20
62 25 20
63 25 22
64 23 23
65 25 23
66 22 26
67 20 25
68 20 25
69 25 22
70 21 24
71 25 20
72 30 18
73 18 26
74 20 24
75 26 20
76 23 23
77 25 23
78 24 22
79 26 22
80 25 23
81 24 24
82 24 21
83 24 24
84 28 19
85 23 23
86 25 23
87 25 24
88 25 21
89 25 23
90 22 24
91 22 24
92 22 27
93 23 21
94 27 21
95 26 22
96 24 23
97 22 25
98 23 22
99 20 26
