replicate pan_genome core_genome
0 30 18
1 31 16
2 27 18
3 28 20
4 30 17
5 30 16
6 30 16
7 27 18
8 30 18
9 32 17
10 30 19
11 28 17
12 28 20
13 29 16
14 26 22
15 27 15
16 28 18
17 30 16
18 26 20
19 28 20
20 26 20
21 25 22
22 31 16
23 28 19
24 30 19
25 22 24
26 29 18
27 27 19
28 28 19
29 23 25
30 26 21
31 32 16
32 27 19
33 25 21
34 29 20
35 26 19
36 31 18
37 29 19
38 33 15
39 29 18
40 27 18
41 28 19
42 24 23
43 22 23
44 24 20
45 22 21
46 30 16
47 25 20
48 24 21
49 27 20
50 25 23
51 31 17
52 24 20
53 25 18
54 28 20
55 28 18
56 31 17
57 30 17
58 27 22
59 29 18
60 28 20
61 28 20
62 27 19
63 29 18
64 26 20
65 21 22
66 27 19
67 29 19
68 28 19
69 23 22
70 28 20
71 30 17
72 29 17
73 29 19
74 23 23
75 26 22
76 29 16
77 26 19
78 29 19
79 30 19
80 25 22
81 29 20
82 26 21
83 30 18
84 34 15
85 26 21
86 25 23
87 25 19
88 30 18
89 29 18
90 30 18
91 32 14
92 30 17
93 27 21
94 27 21
95 30 18
96 31 17
97 30 18
98 24 24
99 24 22
