replicate pan_genome core_genome
0 27 21
1 24 23
2 27 22
3 24 25
4 24 22
5 22 24
6 19 26
7 23 25
8 22 22
9 22 22
10 26 20
11 29 17
12 24 23
13 23 23
14 18 25
15 23 26
16 16 30
17 22 22
18 22 25
19 24 21
20 29 20
21 25 20
22 23 24
23 24 23
24 24 23
25 23 23
26 23 23
27 21 27
28 26 22
29 26 22
30 27 21
31 29 20
32 27 19
33 24 24
34 23 23
35 22 24
36 25 23
37 20 24
38 27 22
39 30 19
40 25 22
41 24 23
42 24 21
43 28 21
44 24 24
45 17 24
46 27 22
47 21 25
48 28 21
49 21 26
50 23 24
51 27 20
52 23 26
53 28 20
54 20 23
55 22 24
56 25 22
57 27 21
58 24 23
59 23 25
60 23 23
61 25 23
62 24 22
63 35 14
64 27 22
65 22 25
66 24 22
67 25 23
68 22 24
69 26 20
70 22 22
71 24 22
72 26 22
73 24 21
74 25 24
75 20 25
76 26 22
77 21 25
78 31 17
79 32 17
80 19 26
81 23 24
82 24 20
83 26 20
84 25 22
85 24 23
86 28 18
87 22 24
88 26 22
89 26 20
90 26 21
91 26 20
92 25 20
93 24 24
94 26 23
95 24 22
96 26 22
97 28 19
98 25 22
99 27 21
