replicate pan_genome core_genome
0 23 22
1 21 26
2 26 22
3 21 25
4 28 21
5 26 22
6 25 23
7 25 23
8 24 24
9 24 21
10 21 25
11 25 23
12 30 18
13 25 23
14 27 21
15 26 23
16 25 22
17 18 25
18 27 20
19 25 21
20 23 24
21 25 23
22 24 24
23 20 25
24 22 23
25 21 23
26 22 23
27 22 25
28 28 20
29 28 18
30 25 22
31 33 16
32 24 23
33 30 19
34 28 20
35 21 25
36 19 26
37 25 23
38 25 24
39 23 23
40 30 19
41 26 23
42 28 20
43 26 23
44 18 26
45 25 21
46 29 20
47 22 24
48 20 26
49 26 20
50 24 23
51 22 22
52 26 21
53 23 24
54 24 24
55 16 22
56 21 20
57 25 22
58 26 21
59 27 21
60 24 23
61 27 20
62 25 22
63 18 26
64 23 22
65 24 24
66 24 24
67 25 23
68 23 24
69 25 24
70 24 23
71 27 20
72 20 26
73 26 22
74 25 23
75 21 25
76 26 23
77 22 23
78 28 20
79 23 24
80 24 22
81 26 22
82 26 18
83 23 23
84 23 25
85 21 25
86 28 19
87 21 24
88 24 25
89 26 22
90 21 26
91 27 21
92 26 21
93 25 22
94 23 24
95 21 23
96 21 24
97 28 20
98 24 23
99 23 22
