replicate pan_genome core_genome
0 23 25
1 24 23
2 25 23
3 27 22
4 22 25
5 23 23
6 25 20
7 28 21
8 27 21
9 27 22
10 25 23
11 23 22
12 20 23
13 22 25
14 29 18
15 22 23
16 24 24
17 28 19
18 24 24
19 21 26
20 22 23
21 32 16
22 20 25
23 23 24
24 19 25
25 26 23
26 25 22
27 25 22
28 24 21
29 26 20
30 24 21
31 25 22
32 23 22
33 28 21
34 21 25
35 24 23
36 25 22
37 24 22
38 24 24
39 21 24
40 21 23
41 24 24
42 24 22
43 24 24
44 29 19
45 25 21
46 26 22
47 25 23
48 24 24
49 24 24
50 26 20
51 26 21
52 22 24
53 30 18
54 24 25
55 26 21
56 25 22
57 24 24
58 29 20
59 26 23
60 24 23
61 28 21
62 24 24
63 25 21
64 26 22
65 26 20
66 24 23
67 24 23
68 22 22
69 27 21
70 26 21
71 23 24
72 29 20
73 30 19
74 22 25
75 21 26
76 20 24
77 32 17
78 28 20
79 24 24
80 25 23
81 28 21
82 21 26
83 26 21
84 25 24
85 22 24
86 25 23
87 24 24
88 22 25
89 21 26
90 24 23
91 24 24
92 23 26
93 21 24
94 23 25
95 26 21
96 26 21
97 21 24
98 22 23
99 31 17
